request_id,flexibility,model,task,prompt,source,prompt_id,semantic_dispersion
11,4,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7555698610913666
12,5,deepseek-chat,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,deepseek-chat,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7685562480762227
13,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7634216844791591
14,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7433840709830032
15,3,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7480190567416652
16,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7586205414607063
17,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7734623923659344
18,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7764578721123184
19,3,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7536450756244578
20,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7749710326805024
21,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7777125253280751
22,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7541445014646102
23,3,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7353896282305478
24,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7859351012581217
25,5,deepseek-chat,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,deepseek-chat,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7743145333115096
26,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7682487278726369
27,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7535943624193195
28,3,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7457748056327275
29,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.775472472056663
30,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7584872618187414
31,3,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7461485845476793
32,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.76129863938776
33,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7660286629765619
34,4,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7612731549026871
35,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7400068599051521
36,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.743120254002263
37,4,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7172980347947802
38,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7642036028796954
39,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7783724170781935
40,5,deepseek-chat,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,deepseek-chat,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7777795492261922
41,4,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7579215238485506
42,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7812010301705103
43,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7606232749709738
44,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7572467740533222
45,4,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7509909592876749
46,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7689023220769392
47,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7558077348944967
48,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7720512442567468
49,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7549890490307234
50,4,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7509146379858288
51,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7621581117349159
52,4,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7384424167776608
53,5,deepseek-chat,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,deepseek-chat,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7510904504557435
54,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7686551705785634
55,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7698964439983059
56,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7579631313292648
57,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7535991891364169
58,4,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7277840759873154
59,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7785014801466603
60,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.773632994427423
61,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7709239367107407
62,4,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.750982782119704
63,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.760834596856151
64,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7565597399824633
65,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7562310884941988
66,3,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7459924960727785
67,5,deepseek-chat,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,deepseek-chat,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7677531788148279
68,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7685831915725652
69,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7764480171514422
70,4,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7367774579943417
71,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7540720385171837
72,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7772893642644
73,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7535025133457918
74,4,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7496097487789163
75,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.763880900466949
76,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7566473605311616
77,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7640648021294012
78,5,deepseek-chat,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,deepseek-chat,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7716653654167385
79,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7659593451840959
80,3,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7135398910671849
81,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7572386129188171
82,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7844305185014093
83,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7650721642982795
84,3,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7353022006331772
85,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7754627259513024
86,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7647647322691996
87,4,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7550914277339127
88,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7781390863908055
89,5,deepseek-chat,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,deepseek-chat,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7535707206739382
90,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7615440130053245
91,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7400660175671917
92,3,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7425733505195413
93,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7688945872712855
94,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7705328886924165
95,5,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7394337473944816
96,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7606000498649008
97,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7670628954029864
98,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7552760258964621
99,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7725452999957115
100,4,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7436991237180297
101,5,deepseek-chat,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,deepseek-chat,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7466250511252406
102,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7592933877172868
103,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7603661844019165
104,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7610313740071236
105,3,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7624537313424209
106,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7642469598984547
107,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.776844541700966
108,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7671077618927291
109,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.753696576650193
110,3,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7288913689938092
111,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7690701646458762
112,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7533409390531701
113,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.760510006297903
115,5,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7737337361719314
116,4,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7556377191107877
117,5,deepseek-chat,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,deepseek-chat,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.770751805992004
118,4,gemini-2.0-flash,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gemini-2.0-flash,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7673054975509631
119,5,claude-sonnet-4-20250514,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,claude-sonnet-4-20250514,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7721970366258438
120,3,gpt-4o-mini,1,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,gpt-4o-mini,List as many alternate uses for a brick as you can. Respond as JSON with {idea} and optionally an {explanation}.,0.7350437609084451
